,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
1725,38830230,4 guests,1 bedroom,2 beds,1 bath,$31,$134,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66132701831747&2d139.6202673356372&2m2&1d35.736953036758294&2d139.77639847048283&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._t1kah9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=53200,"The building contains 12 rooms and offers a variety of room types. The rooms are medium in size and comfortable.
This room 106 contains a Western double bed and a sofa bed for 4 people.
Convenient transportation, 3 minutes walk to Okubo Station, 2 minutes by tram to Shinjuku Shopping Center area, 15 minutes to reach Ikebukuro, Shibuya and other large business districts.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM",$168
1726,23383915,2 guests,1 bedroom,1 bed,1 bath,$56,$156,Show all 24 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68893441221845&2d139.6316755344791&2m2&1d35.76453622763316&2d139.78775670178686&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._hsp7ha&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=83792,"6 minutes walk to Ikebukuro station.
5 minutes walk to Hotel Metropolitan Tokyo(Airport Limousine bus stop)
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with keypad
Read all rules",$192
1727,38495611,4 guests,1 bedroom,2 beds,1 bath,$60,$138,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66661909261229&2d139.70503217522094&2m2&1d35.74224081423673&2d139.8587150288448&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._yb8zhd&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=73648,"Translate this description to English
✢✢The rooms in the newly constructed property with Upper East Cider-style interior (Tiffany Blue Bed) are equipped with futons and towels, as well as facilities and amenities, so you can relax and feel comfortable. There is space to put suitcases before check-in and after check-in so you don't have to look for coin lockers. There are 6 types of 6 rooms in each building. A 4-minute walk to Shin-Okachimachi Station where the Toei Subway Oedo Line and Tsukuba Express Line 2 are available. It is a room located 1 minute to the shopping district! Asakusa, Akihabara, Shinjuku, Tsukiji and Roppongi can be accessed directly, and Haneda Airport and Narita Airport are also convenient. A great location to guarantee a wonderful and memorable stay in Tokyo. 1 double bed and 1 extra double bed for up to 4 people. There are also convenience stores and restaurants around the apartment, so it is convenient for living during your stay. * After booking, you must register an ID card (passport or driver's license).
✢✢新築物件にｱｯﾊﾟｰｲｰｽﾄｻｲﾀﾞｰ風ｲﾝﾃﾘｱ(ﾃｨﾌｧﾆｰﾌﾞﾙｰﾍﾞｯﾄ)のお部屋にはお布団やﾀｵﾙはふかふかのもの､設備とｱﾒﾆﾃｨを揃っていますので､快適でﾘﾗｯｸｽした気分でお過ごし頂けます｡
ｽｰﾂｹｰｽをﾁｪｯｸｲﾝ前､ﾁｪｯｸｲﾝｱｳﾄ後に置けるｽﾍﾟｰｽがあるので､ｺｲﾝﾛｯｶｰを探す必要がありません｡
建物1棟丸ごとに6ﾀｲﾌﾟの6部屋を運営してます｡
都営地下鉄大江戸線､つくばｴｸｽﾌﾟﾚｽ2路線が乗り入れる新御徒町駅まで徒歩4分､
商店街まで1分にあるお部屋です!
浅草､秋葉原､新宿､築地､六本木に直通でへｱｸｾｽできますし､羽田空港､成田空港までも便利にいけます｡
東京でのすばらしい､思い出になる滞在を保証できる好ﾛｹｰｼｮﾝです｡

ﾀﾞﾌﾞﾙﾍﾞｯﾄﾞ1台とｴｷｽﾄﾗﾀﾞﾌﾞﾙﾍﾞｯﾄﾞ1台を備えており､最大4名までご滞在頂けます｡
ｱﾊﾟｰﾄ周辺にはｺﾝﾋﾞﾆや飲食店もありますので､滞在中の生活にも便利です｡
※予約後､身分証明書(ﾊﾟｽﾎﾟｰﾄor運転免許証)を登録しなければなりません｡予めご了承ください｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$168
1728,30828090,2 guests,1 bedroom,1 bed,1 bath,$42,$148,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65821423389148&2d139.62474403529302&2m2&1d35.73384399861853&2d139.780882904407&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._bnk2yz&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=67273,"where is located in the center of place with culture, shopping and business of Tokyo. You can get the best service and feel very comfortable as like your own home. Also you could get a feeling like native who living in the exciting city of Tokyo. It is the best choice for the very special trip in Japan. There are plenty of amenities around our property.
Start your exciting Journey.
We will help you with everything you need for your trip ~!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 10AM
Self check-in with lockbox",$184
1729,30971705,2 guests,studio,1 bed,1 bath,$42,$136,Show all 24 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.6618592388772&2d139.63210941280443&2m2&1d35.737486385983864&2d139.7882428777989&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._fpuwq7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=62053,"*FREE POCKET WiFi!*
This is a Classy room located close to Higashi Shinjuku Station.
Higashi Shinjuku - 3 mins walk
Shinjuku - 8 mins train / 17 mins walk
Shibuya - 9 mins by train
Roppongi - 20mins by train
Tokyo - 25 mins by train
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Read all rules",$168
1730,27717750,3 guests,1 bedroom,2 beds,1.5 baths,$56,$159,Show all 27 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66192185204403&2d139.625035802301&2m2&1d35.73754913193275&2d139.78116954142615&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._1szsgf&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=111381,"★Shinjuku is one of the three busiest commercial centers in Tokyo. Our apartments is within walking distance of various shopping malls in Shinjuku!
★You can access the nearest stations - Yamanote Line Shin-Okubo Station/Subway Higashi Shinjuku Station by 6 mins walk.
★Walking to Shinjuku Station takes 13 mins.
★ Kabukicho, Isetan, Bukang Electric Store, Marui Department Store, Uniqlo, Crab Road, Sushi Restaurant, etc. All at Shinjuku, which can be accessed easily & to see various attractions!
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in time is 4PM - 11PM and check out by 11AM
Self check-in with lockbox
Read all rules",$197
1731,21700453,6 guests,2 bedrooms,2 beds,1 bath,$61,$145,Show all 27 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.7004692971494&2d139.65635397342635&2m2&1d35.77605938991707&2d139.81241093914025&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nizl59&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=74018,"- Located in traditional Sugamo which only 8 min walk to Sugamo Station(JR Yamanote Line)The concept of this room is a relaxing and spacious space with height 3.4m ceiling .Please relax as if you are at home.From here you can reach Ikebukuro in 5mins, Shinjuku in 13mins, Tokyo in 21mins and many more other places without transfer by JR Yamanote Line.Feel free to ask me for more details as I am always ready to support you.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox",$178
1732,23373523,2 guests,1 bedroom,1 bed,1 bath,$56,$156,Show all 28 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68862079729823&2d139.63044852735482&2m2&1d35.764221948365346&2d139.78652832310627&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._4vh6wq&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=67626,"6 minutes walk to Ikebukuro station.
5 minutes walk to Hotel Metropolitan Tokyo(Airport Limousine bus stop)
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with keypad
Read all rules",$192
1733,38469550,5 guests,2 bedrooms,5 beds,1 bath,0,$143,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d34.82282946529756&2d138.9905898088956&2m2&1d34.89924397038882&2d139.1458838031133&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._crcahn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=124987,"Translate this description to English
[Rental Villa Cottage (Akazawa E-35-1) where you can stay with your dog] Enjoy a luxurious villa feeling in a two-story cottage with a hot spring ♪ Spend a relaxing time with your dog in the quiet atmosphere of the villa. The cottage is fully equipped with a kitchen so you can cook your own food.
【ﾜﾝちゃんと泊まれる貸別荘ｺﾃｰｼﾞ(赤沢E-35-1)】
温泉付の2階建てｺﾃｰｼﾞで贅沢な別荘気分を満喫♪
別荘地の静かな雰囲気の中､愛犬とゆったりとした時間をお過ごし下さい｡
ｺﾃｰｼﾞにはｷｯﾁﾝも完備しておりますので､持込食材のお料理も可能です｡
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in time is 3PM - 8PM and check out by 10AM
Read all rules",$185
1734,32456280,2 guests,1 bedroom,1 bed,1 bath,$60,$142,Show all 14 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.671646066088854&2d139.61068535233835&2m2&1d35.74726293069831&2d139.76679758895136&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nvb62n&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=14573,"""""A BRAND NEW MODERN STUDIO FOR UP TO 2PAX""""
25 sqm stylish studio just opened in NAKANO residential area. Great location for active tourists want to get around Tokyo as much as possible! Stay like a resident by having a SENTO bath which is opposite to the flat. Restaurants, bars, convenience stores are minute away in cozy neighberhood.
3 mins walk to Ochiai station on Tozoi line & 7 mins from JR Higashi-Nakano station which leads you to SHINJUKU within 4 mins.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 10AM
Read all rules",$174
1735,34728713,4 guests,1 bedroom,2 beds,1 bath,$64,$152,Show all 19 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.666668305611545&2d139.70278552725995&2m2&1d35.74229013157926&2d139.8589080066772&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._p99ip2&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=118697,"Thanks for watching my house.
My house is a new building with interior and feel comfortable and relaxed to the tourists.
The room is located on the first floor of a four-story building and only one room on the every floor, so you can stay in peace without being influenced by other guests.
It is only take 5 minutes to arrive at the Shin okachimachi station, 12 minutes to arrive at the okachimachi station, and easily go to the popular travel place. The house can hold up to 4 people .
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM",$185
1736,32476339,6 guests,1 bedroom,2 beds,1 bath,0,$142,Show all 9 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.25592044505&2d140.28320692281045&2m2&1d35.33192945358999&2d140.44012874689292&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._1sob8p&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=79148,"It will be a Grand Ping site where you can drive a car next to the tent.
Read more about the space
Contact host","House rules
No smoking
Check-in time is 3PM - 7PM and check out by 11AM
Read all rules",$183
1737,34919461,5 guests,2 bedrooms,4 beds,1 bath,0,$145,Show all 30 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67045084399894&2d139.6936133818839&2m2&1d35.74607034589076&2d139.84973106320888&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7r8vj6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=28053,"My guest house is very close to the Ueno area, there are many commercial facilities and restaurants around, and it is a very recommended place! Access to the city is also excellent!!!
Good location 4 minutes on foot to JR Okachimachi Station!
There are also direct trains from Narita and Haneda airports to KeiseiUeno station.
[Periphery]
Ueno Park /Ueno Zoo/Amaya Yokocho
There are many restaurants and souvenir shops.
All the necessary facilities are in place.
You can use Wi-Fi in the room.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 12AM (midnight) and check out by 11AM
Self check-in with lockbox
Read all rules",$187
1738,35071237,3 guests,studio,2 beds,1 bath,$56,$135,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67189668628055&2d139.73850830600065&2m2&1d35.74751408215546&2d139.89462163941982&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._2sgkvw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=15365,"Hello! Welcome to Tokyo!:)
Good location
It's 6 mins walk from Oshiage station-押上駅
And there is a sky tree right next to Oshigami station
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 11PM and check out by 10AM
Self check-in with lockbox
Read all rules",$165
1739,28345633,3 guests,1 bedroom,2 beds,1 bath,$65,$141,Show all 23 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65999206970096&2d139.61727345945928&2m2&1d35.73562043079836&2d139.77340943075717&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nswvs8&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=29506,"My apt. is a 6 min walking distance to Nishi-Shinjuku Sta. from which it is 12 min to Ikebukuro, 13 min to Shibuya, 18 min to Ginza. It is less than 12 minutes walk to Kabukicho, the place never sleep, where you have so much fun that forgot about time, you can be back on foot. Even Shinjuku is a busy area, my apt. is in a calm & convenient neighbor. If you walk 2 min, there is a supermarket and many nice Ramen stores, bars, cafes. I guarantee you will be definitely satisfied with my apt.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$172
